record_id,month,origin,destination,od_distance_km,demand_segment,cabin,booking_class,fare_family,distribution_channel,agency_name,campaign_type,campaign_id,incentive_rate_pct,bookings,cancellations,pax_flown,avg_base_fare_usd,taxes_fees_usd,ancillary_rev_usd_per_pax,revenue_usd,competitor_airline,qr_market_share_pct,competitor_market_share_pct,share_gap_pct,load_factor_pct,on_time_performance_pct,cancellations_pct,cost_per_booking_usd,yield_usd_per_rpk,days_to_departure
1473,2025-05,JED,AMM,523,VFR,Economy,Y,Comfort,GDS_Agency,Almosafer,None,,1.6,31,0,31,181.22,36.05,28.35,6496.8,SV,45.82,28.66,-17.16,70.88,85.06,0,15.03,0.40072,36
5101,2025-01,JED,FRA,4330,Leisure,Economy,Y,Elite,GDS_Agency,Almosafer,None,,3.04,19,0,19,405.7,122.1,11.52,7927.32,EK,34.52,28.11,-6.41,68.36,89.99,0,10.32,0.09636,32
6766,2025-02,DMM,DFW,6672,Leisure,Business,D,Elite,Direct,Qatar Airways Direct,None,,0,34,0,34,2189.12,180.09,51.4,76177.6,SV,42.3,39.94,-2.36,81.71,83.5,0,4.34,0.33581,27
8707,2024-07,MED,AMM,1403,Business,Economy,T,Classic,GDS_Agency,Kanoo Travel,None,,1.45,34,1,33,241.54,76.84,27.65,8883.17,SV,57.65,52.56,-5.09,86.31,84.17,2.94,13.36,0.19187,16
4930,2024-09,DMM,DEL,3367,Leisure,Economy,Q,Elite,GDS_Agency,Almosafer,None,,3,29,1,28,485.94,103.04,41.8,14776.81,SV,26.82,28.57,1.74,82.89,78.26,3.45,11.16,0.15674,22
6330,2024-10,DMM,DAC,3305,Business,Economy,Q,Classic,GDS_Agency,Kanoo Travel,None,,2.4,28,0,28,369.8,109.18,26.71,11102.42,EY,52.11,29.2,-22.91,95,86.92,0,10.05,0.11997,34
2610,2024-07,DMM,JFK,7142,Leisure,Economy,N,Elite,Direct,Qatar Airways Direct,None,,0,21,0,21,763.42,188.59,45.66,16990.76,EY,29.6,53.1,23.49,76.1,80.48,0,5.41,0.11329,26
4,2024-08,RUH,ICN,8200,Business,Business,D,Comfort,OTA,MakeMyTrip,None,,1.17,5,0,5,2788.44,195.02,53.35,14208.95,SV,70,20.96,-49.04,85.08,75.77,0,12.95,0.34656,10
2214,2025-05,MED,LHR,6724,Business,Business,I,Elite,OTA,Expedia,None,,0.79,12,0,12,2705.78,167.17,33,32865.34,WY,35.81,25.2,-10.61,79.83,80.6,0,11.85,0.40731,1
4828,2024-12,DMM,FRA,5504,VFR,Economy,Q,Comfort,GDS_Agency,Kanoo Travel,None,,1.94,13,0,13,601.49,150.33,16.25,8030.68,FZ,33.59,19.58,-14.01,91.67,87.44,0,16.73,0.11224,21
857,2024-10,JED,BOM,2054,Business,Economy,Y,Comfort,GDS_Agency,Kanoo Travel,None,,0.69,11,0,11,305.5,73.98,6.02,3426.72,WY,34.57,37.09,2.52,82.18,84.8,0,11.42,0.15167,15
6978,2024-07,DMM,JNB,9955,Leisure,Business,J,Classic,GDS_Agency,Seera (Al Tayyar),None,,1.11,32,1,31,3265.08,237.28,44.79,102605.88,TK,46.81,33.54,-13.26,88.06,82.33,3.12,12.18,0.33248,28
5886,2024-07,RUH,MNL,7800,Business,Economy,N,Classic,Corporate_TMC,American Express GBT,None,,2.34,30,0,30,663.36,200.74,40.18,21106.12,FZ,41.56,33.11,-8.45,79.22,71.03,0,7.66,0.0902,1
625,2024-08,DMM,MNL,7325,Leisure,Economy,Y,Comfort,GDS_Agency,Kanoo Travel,None,,2.87,41,2,39,645.87,199.09,25.95,26201,WY,17.8,39.06,21.26,74.35,81.65,4.88,15.98,0.09172,14
291,2025-03,RUH,BKK,5560,VFR,Economy,Y,Elite,GDS_Agency,Kanoo Travel,None,,2.96,3,0,3,619.17,149.44,25.83,1934.99,TK,31.28,31.34,0.06,79.08,88.77,0,16.53,0.11601,18
2019,2025-02,RUH,DFW,8549,Business,Economy,N,Elite,Direct,Qatar Airways Direct,Tactical,TAC-2024-345,0,10,0,10,817.72,207.59,30.93,8486.45,FZ,19.35,31.84,12.48,84.7,84.73,0,3.06,0.09927,17
669,2025-02,DMM,DAC,2590,Leisure,Business,J,Comfort,Corporate_TMC,CTM,Structural,STR-2024-492,1.91,4,0,4,1388.34,90.31,39.97,5713.25,TK,55.25,34.06,-21.19,71.22,81.14,0,7.36,0.55147,12
8922,2024-12,RUH,BOS,7005,Business,Economy,M,Classic,OTA,Expedia,Structural,STR-2025-489,1.53,11,0,11,649.02,189.67,30.11,7470.45,SV,46.54,29.84,-16.71,81.11,85.84,0,8.49,0.09695,1
8265,2024-12,MED,KUL,9038,Leisure,Economy,M,Elite,Direct,Qatar Airways Direct,None,,0,48,1,47,856.99,210.89,29.87,41682.33,TK,33.01,35.24,2.23,81.53,78.55,2.08,5.65,0.09813,35
9697,2025-05,JED,SIN,9129,Business,Economy,Q,Elite,Direct,Qatar Airways Direct,None,,0,43,0,43,886.2,221.99,24.42,39156.61,EK,30.7,42.43,11.73,76.17,83.36,0,2.81,0.09975,11
1632,2024-07,MED,DEL,2987,Leisure,Economy,M,Comfort,Direct,Qatar Airways Direct,Structural,STR-2024-843,0,13,0,13,387.63,113.93,16.93,5259.31,TK,38.33,14.7,-23.63,81.85,74.42,0,3.63,0.13544,24
5171,2025-03,RUH,ICN,8200,Leisure,Economy,M,Elite,Direct,Qatar Airways Direct,None,,0,57,1,56,801.24,206.91,22.7,46140.7,FZ,38.78,19.28,-19.5,70.73,80.15,1.75,4.32,0.10048,33
7206,2025-04,JED,BOS,9596,Student,Economy,M,Elite,Direct,Qatar Airways Direct,None,,0,26,0,26,887.79,228.19,21.4,23638.74,FZ,19.42,28.82,9.4,87.38,74.88,0,3.87,0.09475,25
2523,2025-01,DMM,ICN,5439,Business,Economy,N,Classic,GDS_Agency,Seera (Al Tayyar),None,,2.49,83,3,80,559.3,138.11,25.32,46769.24,WY,26.9,21.13,-5.77,77.94,80.96,3.61,12.88,0.10749,17
2216,2025-01,MED,JFK,8619,Leisure,Economy,M,Elite,GDS_Agency,Seera (Al Tayyar),None,,1.71,46,1,45,794.15,205.92,14.75,36400.55,EY,53.85,37.3,-16.55,86.21,76.29,2.17,12.69,0.09385,28
6969,2025-02,RUH,NRT,9200,Business,Economy,Q,Comfort,Direct,Qatar Airways Direct,None,,0,35,0,35,837.03,239.54,20.28,30005.53,FZ,32,39.59,7.59,79,75.84,0,2.63,0.09318,21
6497,2025-03,MED,AUH,1510,Business,Economy,T,Elite,GDS_Agency,Seera (Al Tayyar),Structural,STR-2025-511,3.1,16,0,16,283.08,61.09,34.52,5081.63,EY,39.79,43.77,3.99,86.1,78.38,0,13.02,0.21033,9
6214,2025-01,MED,JFK,10150,Leisure,Economy,T,Comfort,OTA,MakeMyTrip,Structural,STR-2025-991,1.63,46,2,44,886.19,265.62,35.18,40540.49,EK,40.52,47.34,6.82,71.17,79.7,4.35,8.4,0.09078,20
7033,2024-11,RUH,LHR,4940,Business,Economy,N,Classic,OTA,MakeMyTrip,None,,0.95,28,0,28,492.99,139.44,17.75,14300.61,SV,36.66,26.43,-10.23,89.39,73.42,0,11.98,0.10339,1
7421,2024-11,JED,SIN,10118,VFR,Business,C,Comfort,Direct,Qatar Airways Direct,None,,0,4,0,4,3369.94,255.75,47.85,13671.17,WY,33.14,47.09,13.95,85.09,72.33,0,2.7,0.33779,38
1108,2025-03,MED,DAC,2449,VFR,Business,J,Comfort,GDS_Agency,Kanoo Travel,None,,1.27,2,0,2,1270.98,85.97,43.16,2628.27,TK,37.72,20.27,-17.45,84.74,91.58,0,10.89,0.5366,13
451,2025-05,MED,CAI,2900,Business,Business,J,Elite,OTA,Expedia,None,,1.21,4,0,4,1427.63,87.3,29.6,5828.9,TK,39.37,27.69,-11.68,93.3,86.77,0,10.57,0.50249,1
6290,2024-09,JED,CAI,2595,Leisure,Economy,M,Comfort,Direct,Qatar Airways Direct,None,,0,15,0,15,295.51,97.28,10.74,4593.68,WY,20.8,40.49,19.7,74.49,86.06,0,5.63,0.11801,14
9967,2024-09,MED,BOS,9314,VFR,Economy,M,Comfort,OTA,MakeMyTrip,None,,0.75,12,0,12,889.52,230.18,10.31,10797.96,EK,41.3,37.14,-4.16,77.13,88.25,0,12.21,0.09661,35
136,2025-04,RUH,MNL,7800,Leisure,Economy,N,Classic,Direct,Qatar Airways Direct,None,,0,56,0,56,700.06,185.87,32.01,40995.91,EY,28.51,49.22,20.71,69.32,85.71,0,5.04,0.09386,23
1786,2024-09,MED,FRA,5192,Business,Economy,M,Elite,Direct,Qatar Airways Direct,None,,0,9,0,9,558.99,128.95,15.89,5173.92,SV,45.92,47.68,1.77,88.22,74.47,0,3.63,0.11072,1
3405,2024-12,DMM,AMM,998,Leisure,Economy,M,Comfort,Direct,Qatar Airways Direct,None,,0,25,0,25,183.53,59.38,46.39,5748.06,WY,34.43,32.48,-1.94,83.89,87.08,0,3.96,0.23038,35
2907,2025-06,MED,DEL,1638,VFR,Business,J,Elite,Direct,Qatar Airways Direct,None,,0,9,0,9,1270.77,80.43,40.91,11805.13,EY,35.32,58.72,23.4,85.77,81.96,0,4.6,0.80078,9
8305,2024-09,DMM,ISB,2432,VFR,Economy,M,Comfort,OTA,Cleartrip,Tactical,TAC-2024-578,1.91,22,1,21,304.58,94.25,24.44,6909.47,EK,40.09,34.26,-5.83,74.46,74.52,4.55,11.53,0.13529,24
7493,2024-10,DMM,KWI,430,Business,Economy,N,Elite,OTA,Expedia,None,,0.32,38,2,36,129.72,52.23,7.1,4925.39,TK,30.98,29.4,-1.58,78.49,72.1,5.26,14.22,0.31818,25
6101,2025-04,JED,CDG,4470,Leisure,Economy,Q,Classic,GDS_Agency,Seera (Al Tayyar),None,,1.97,9,0,9,499.53,143.02,24.42,4715.56,WY,37.1,30.88,-6.22,87.85,90.1,0,18.55,0.11721,19
4505,2024-08,RUH,KHI,2600,VFR,Economy,T,Elite,GDS_Agency,Almosafer,Tactical,TAC-2025-643,2.04,11,0,11,292.9,74.5,11.14,3344.46,EK,28.19,16.68,-11.51,68.88,80.39,0,11.2,0.11694,28
5054,2024-09,RUH,CDG,4800,Pilgrimage,Economy,M,Classic,OTA,Expedia,Tactical,TAC-2025-423,0,25,0,25,536.94,116.51,13.96,13772.39,EY,27.71,27.59,-0.11,89.98,87.55,0,13.06,0.11477,4
5206,2025-01,MED,ADD,2102,Business,Business,D,Elite,Direct,Qatar Airways Direct,None,,0,5,0,5,1135.01,71.8,31.19,5830.98,SV,51.33,18.07,-33.26,82.13,72.7,0,4.26,0.5548,31
4081,2025-03,MED,BKK,7842,Leisure,Economy,Q,Elite,Direct,Qatar Airways Direct,None,,0,21,0,21,746.98,183.64,36.56,16454.38,FZ,47.13,19.79,-27.34,81.68,81.81,0,3.74,0.09992,13
6919,2024-09,DMM,ISB,3115,VFR,Economy,Q,Comfort,Direct,Qatar Airways Direct,None,,0,4,0,4,380.56,104.83,16.55,1588.42,SV,39.83,36.9,-2.93,78.85,74.58,0,3.15,0.12748,30
6803,2024-07,MED,ADD,2762,Business,Economy,M,Classic,Direct,Qatar Airways Direct,None,,0,28,0,28,381.73,95.91,38.36,11762.54,WY,21.79,17.3,-4.49,65.92,88.61,0,1.62,0.1521,15
5207,2024-12,DMM,KWI,430,Leisure,Economy,T,Classic,OTA,Cleartrip,Tactical,TAC-2025-686,2.1,19,0,19,141.6,33.05,19.09,3053.16,FZ,39.83,12.19,-27.64,83.21,87.45,0,9.65,0.3737,23
533,2025-06,RUH,NRT,9200,Business,Economy,N,Classic,Direct,Qatar Airways Direct,None,,0,20,0,20,920.62,225.21,15.73,18727.01,EK,42.55,43.86,1.31,94.76,80.51,0,4.28,0.10178,18
4831,2024-08,DMM,FRA,5099,Business,Economy,Q,Elite,GDS_Agency,Seera (Al Tayyar),None,,1.82,25,0,25,568.17,150.38,7.96,14403.34,WY,42.18,30.79,-11.39,72.62,87.97,0,14.11,0.11299,14
4039,2025-04,JED,DOH,1330,Pilgrimage,Economy,N,Classic,Direct,Qatar Airways Direct,Tactical,TAC-2025-107,0,13,0,13,251.57,64.93,21.3,3547.25,FZ,40.44,29.82,-10.62,77.45,78.95,0,6.13,0.20516,24
4085,2024-07,RUH,ICN,8200,Leisure,Economy,Y,Comfort,Direct,Qatar Airways Direct,None,,0,45,0,45,799.77,188.28,22.47,37000.55,SV,39.61,36.9,-2.71,86.78,80.02,0,3.42,0.10027,20
3205,2024-07,JED,BOM,3093,Leisure,Economy,N,Classic,GDS_Agency,Kanoo Travel,None,,1.16,47,1,46,388.87,88.23,29.26,19234,FZ,41.71,47.03,5.33,76.28,86.21,2.13,16.98,0.13519,43
7111,2024-09,DMM,DAC,1602,Leisure,Economy,T,Comfort,GDS_Agency,Kanoo Travel,Tactical,TAC-2025-872,2.3,51,2,49,258.14,69.11,9.28,13103.38,EY,46.72,54.75,8.03,81.94,82,3.92,12.69,0.16693,14
331,2024-11,RUH,JFK,10500,VFR,Economy,Y,Classic,GDS_Agency,Kanoo Travel,None,,2.87,126,3,123,926.91,259.99,20.47,116526.79,WY,45.65,18.22,-27.44,79.33,92.71,2.38,12.29,0.09023,28
4958,2024-11,MED,BKK,6660,Leisure,Economy,Y,Elite,Direct,Qatar Airways Direct,None,,0,81,1,80,653.52,156.93,23.2,54137.49,FZ,50.89,32.65,-18.24,74.72,80.81,1.23,5.07,0.10161,36
3034,2025-01,RUH,KWI,500,Leisure,Economy,Y,Classic,GDS_Agency,Seera (Al Tayyar),None,,2.03,83,1,82,154.06,35.66,13.49,13738.69,TK,19.79,31.65,11.86,74.79,73.39,1.2,12.54,0.33509,42
7685,2025-03,RUH,MNL,7800,Business,Economy,Q,Comfort,Direct,Qatar Airways Direct,None,,0,13,0,13,769.43,212.53,27.26,10357.07,EY,48.8,5,-43.8,76.22,76.23,0,3.76,0.10214,25
1598,2024-12,JED,ADD,3296,Leisure,Economy,Y,Elite,GDS_Agency,Seera (Al Tayyar),Tactical,TAC-2024-192,1.52,6,0,6,366.79,68.11,9.63,2258.52,SV,44.34,31.73,-12.61,86.58,81.31,0,14.31,0.11421,24
9920,2025-01,DMM,ORD,10458,Leisure,Economy,Q,Classic,OTA,Expedia,Tactical,TAC-2024-488,0.58,30,1,29,948.38,243.83,31.92,28428.8,FZ,42.86,22.25,-20.61,74.68,79.62,3.33,13.16,0.09374,23
3598,2025-05,DMM,CAI,1729,Business,Economy,Q,Comfort,OTA,Cleartrip,None,,1.02,29,0,29,292.93,78.55,10.65,8804,EK,35.16,21.32,-13.83,79.64,77.12,0,13.08,0.17558,15
9039,2024-07,MED,LHR,6106,VFR,Economy,T,Comfort,Direct,Qatar Airways Direct,None,,0,30,0,30,580.81,161.57,10.82,17748.93,WY,37.35,15.54,-21.81,78.72,86.9,0,4.35,0.09689,41
8002,2024-07,JED,IST,2090,Leisure,Business,J,Elite,GDS_Agency,Seera (Al Tayyar),None,,1.52,8,0,8,1208,57.09,66.36,10194.92,EY,43.05,31.24,-11.82,77.26,82.35,0,11.61,0.60974,24
591,2024-10,MED,ORD,8060,Leisure,Economy,T,Comfort,OTA,Cleartrip,None,,1.49,45,1,44,749.67,212.26,19.43,33840.12,SV,26.81,29.76,2.95,64.18,85.32,2.22,8.98,0.09542,40
648,2025-05,DMM,LHR,5899,Business,Economy,Y,Elite,GDS_Agency,Kanoo Travel,None,,3.23,13,0,13,580.53,171.83,22.16,7834.88,SV,30.23,47.36,17.13,83.04,84.78,0,12.74,0.10217,1
9103,2024-10,RUH,DAC,4600,Leisure,Economy,Q,Comfort,OTA,Cleartrip,None,,0.64,26,1,25,539.33,162.53,2.54,13546.7,FZ,61.89,33.86,-28.03,86.59,70.97,3.85,11.36,0.1178,28
8016,2024-12,DMM,CAI,2235,Leisure,Economy,T,Classic,Direct,Qatar Airways Direct,None,,0,45,1,44,240.09,85.2,15.67,11253.44,EK,40.7,28.77,-11.94,79.73,87.13,2.22,3.66,0.11443,14
3772,2025-05,DMM,DXB,550,Leisure,Economy,N,Comfort,OTA,Cleartrip,Tactical,TAC-2024-667,0.55,9,0,9,204.45,48,14.55,1971.04,WY,18.85,25.63,6.78,72.78,96.22,0,10.18,0.39819,26
9040,2024-08,DMM,AUH,813,Leisure,Business,I,Elite,Direct,Qatar Airways Direct,None,,0,7,0,7,1042.15,50.97,38.79,7566.53,FZ,35.31,27.28,-8.03,88.07,76.92,0,3.96,1.32956,22
5083,2025-04,DMM,KUL,7338,VFR,Economy,Q,Comfort,GDS_Agency,Almosafer,None,,2.09,32,1,31,678.08,197.59,39.39,22241.32,WY,40.5,21.29,-19.21,83.16,84.84,3.12,14.28,0.09777,16
7883,2025-01,RUH,DOH,570,VFR,Business,C,Comfort,GDS_Agency,Kanoo Travel,Structural,STR-2025-125,1.36,11,0,11,1118.28,45.85,63.18,12996.09,EK,41.86,25.08,-16.77,79.8,81.27,0,13.84,2.07274,20
9363,2024-07,MED,BKK,5500,Leisure,Economy,Y,Comfort,Corporate_TMC,Carlson Wagonlit,None,,3.13,72,1,71,571.97,138.71,34.32,43046.59,WY,38.96,36.85,-2.11,74.13,82.58,1.39,9.81,0.11023,24
4211,2024-07,DMM,DXB,550,Leisure,Economy,Q,Elite,GDS_Agency,Seera (Al Tayyar),None,,3.05,13,0,13,138.85,65.7,27.92,2168.01,WY,41.4,34.71,-6.69,77.43,86.19,0,12.87,0.30322,40
8835,2024-08,RUH,FRA,4500,VFR,Economy,T,Classic,GDS_Agency,Almosafer,Tactical,TAC-2025-731,2.08,24,0,24,437.77,114.81,22.11,11037.09,EY,24.56,24.35,-0.21,80.38,81.58,0,11.98,0.1022,33
8700,2025-06,MED,SIN,9753,Business,Economy,Q,Classic,Direct,Qatar Airways Direct,None,,0,23,0,23,844.83,250.25,17.3,19828.96,TK,35.8,33.8,-2,68.59,86.1,0,3.19,0.0884,24
1796,2025-02,RUH,SIN,6900,Business,Economy,N,Classic,GDS_Agency,Kanoo Travel,None,,1.44,25,0,25,672.55,175.87,24.82,17434.14,EY,40.44,45.93,5.49,85.61,78.94,0,9.11,0.10107,7
2587,2025-05,RUH,DFW,6700,Leisure,Economy,N,Classic,Direct,Qatar Airways Direct,None,,0,43,1,42,680.9,175.91,24.71,29635.7,EY,38.89,23.97,-14.92,95,84.6,2.33,4.5,0.10532,43
8356,2024-11,JED,BOM,3152,Business,Economy,M,Comfort,GDS_Agency,Almosafer,None,,1.47,9,0,9,299.2,118.13,5.12,2738.93,EY,37.59,23.95,-13.64,89.6,70.87,0,16.52,0.09655,11
2317,2024-10,JED,CDG,4470,Leisure,Economy,Y,Classic,Corporate_TMC,Carlson Wagonlit,Structural,STR-2025-128,1.5,29,0,29,437.66,146.87,26.6,13463.73,TK,44.48,35.63,-8.85,80.04,86.06,0,9.24,0.10386,33
4186,2024-07,DMM,DAC,1756,Business,Economy,N,Classic,GDS_Agency,Almosafer,None,,1.01,22,1,21,239.79,63.08,29.5,5655.12,TK,40.54,23.74,-16.8,90.42,71.17,4.55,14.65,0.15336,23
8828,2024-08,MED,BOM,1804,Business,Economy,T,Classic,GDS_Agency,Seera (Al Tayyar),Tactical,TAC-2024-145,1.76,15,0,15,300.06,85.84,22.79,4842.82,EK,41.73,14.97,-26.77,85.34,75.37,0,12.28,0.17897,11
7073,2025-03,DMM,BOS,4651,Leisure,Economy,Q,Elite,Direct,Qatar Airways Direct,None,,0,18,0,18,440.91,136.71,33.42,8538.07,SV,42.81,41.43,-1.38,80.22,77.35,0,4.23,0.10199,10
5235,2024-07,RUH,ADD,2250,Leisure,Economy,Q,Comfort,GDS_Agency,Kanoo Travel,None,,1.89,45,1,44,286.36,78.99,21.07,13527.11,FZ,51.84,20.46,-31.37,82.89,81.11,2.22,13.91,0.13664,29
8744,2025-01,JED,ICN,9423,Business,Economy,M,Elite,Direct,Qatar Airways Direct,Structural,STR-2024-347,0,46,0,46,911.46,238.44,8.78,42331.12,EY,40.48,23.04,-17.44,82.27,81.5,0,4.95,0.09766,19
8671,2025-01,MED,MCT,737,Leisure,Business,I,Elite,OTA,Expedia,Tactical,TAC-2025-685,1.63,2,0,2,836.64,53.09,52.02,1777.32,TK,52.95,40.82,-12.13,73.28,69.2,0,12.1,1.20578,14
4769,2025-02,MED,CDG,6482,Leisure,Business,J,Classic,OTA,Expedia,None,,1.57,3,0,3,2411.15,179.33,29.44,7321.77,EK,40.04,36.57,-3.47,80.45,81.22,0,7.12,0.37652,44
9973,2024-12,RUH,DXB,850,Leisure,Economy,N,Elite,Direct,Qatar Airways Direct,Tactical,TAC-2025-141,0,34,0,34,181.96,76.97,15.8,6723.65,TK,25.55,32.82,7.27,85.2,69.92,0,4.46,0.23265,48
7145,2025-06,RUH,ISB,2700,VFR,Economy,Q,Elite,OTA,Cleartrip,None,,1.03,11,0,11,331.33,88.47,27.76,3950,TK,39.47,31.65,-7.83,61.75,72.22,0,8.84,0.133,12
2914,2025-01,RUH,BKK,5560,VFR,Economy,M,Classic,GDS_Agency,Almosafer,None,,2.26,15,0,15,583.61,146.25,14.94,8978.38,SV,37.83,30.56,-7.27,75.88,84.59,0,18.56,0.10765,36
9872,2025-01,DMM,AMM,1575,Leisure,Economy,T,Elite,OTA,Cleartrip,None,,0.86,17,0,17,228.58,77.18,30.33,4401.44,TK,43.44,40.57,-2.86,77.8,79.03,0,12.32,0.16439,33
9894,2025-06,MED,AUH,1327,VFR,Business,C,Comfort,Direct,Qatar Airways Direct,None,,0,7,0,7,1308.29,69.58,40,9438.06,TK,34.68,16.51,-18.17,76.55,80.4,0,4.13,1.01605,36
2076,2025-05,MED,CAI,3319,VFR,Economy,Y,Elite,Corporate_TMC,American Express GBT,None,,1.44,21,0,21,380.9,100.48,13.06,8273.18,EY,19.73,5,-14.73,77.18,91.02,0,11.11,0.1187,19
4303,2024-08,DMM,LHR,8417,VFR,Economy,Y,Comfort,OTA,Cleartrip,Structural,STR-2025-769,1.73,8,0,8,841.23,208.13,26.95,6945.44,EY,32.88,21.43,-11.45,78.99,82.71,0,15.77,0.10315,13
5823,2025-05,JED,CAI,2920,Business,Business,J,Comfort,OTA,Cleartrip,Tactical,TAC-2025-558,0.95,7,0,7,1687.03,95.75,36.45,12064.4,FZ,28.2,25.58,-2.62,77.26,79.37,0,9.12,0.59023,19
2150,2025-03,MED,BOM,2669,Leisure,Economy,T,Comfort,Direct,Qatar Airways Direct,Tactical,TAC-2025-839,0,30,0,30,355.9,107.12,10.82,11001.47,WY,40.44,21.98,-18.46,83.67,76.73,0,4.42,0.1374,12
145,2025-03,RUH,IST,2600,Leisure,Economy,M,Elite,GDS_Agency,Seera (Al Tayyar),None,,2.16,48,1,47,379.62,92.43,38.45,19649.17,FZ,35.8,5,-30.8,80.66,92.36,2.08,11.8,0.1608,25
4964,2025-05,DMM,CAI,2887,VFR,Economy,Y,Elite,GDS_Agency,Almosafer,Tactical,TAC-2025-163,1.34,18,0,18,369.52,90.71,36.47,7307.76,SV,43.42,39.05,-4.37,77.99,68.2,0,10.97,0.14063,62
8160,2024-12,MED,MCT,755,Pilgrimage,Economy,T,Elite,Direct,Qatar Airways Direct,None,,0,20,0,20,204.7,67.66,31.3,4719.86,EY,30.32,34.51,4.2,92.51,76.27,0,3.09,0.31257,33
9031,2024-12,DMM,DXB,550,Pilgrimage,Economy,Y,Classic,Direct,Qatar Airways Direct,Tactical,TAC-2024-737,0,24,0,24,199.07,51.92,30.01,5497.88,TK,29.93,11.29,-18.64,76.14,87.14,0,4.04,0.41651,7
4776,2024-08,RUH,SIN,6900,Pilgrimage,Business,C,Comfort,Corporate_TMC,Carlson Wagonlit,None,,1.94,5,0,5,2559.92,171.89,40.06,12999.89,TK,33.29,44.5,11.21,89.86,80.97,0,8.41,0.37681,36
8934,2025-03,JED,AUH,1142,Business,Business,I,Elite,GDS_Agency,Seera (Al Tayyar),None,,1.23,5,0,5,1215.81,68.84,54.4,6351.06,EK,27.71,18.59,-9.12,86,78.22,0,12.39,1.11227,9
7750,2025-02,RUH,FRA,4500,Leisure,Economy,T,Comfort,Corporate_TMC,Carlson Wagonlit,None,,1.77,12,0,12,427.53,135.82,28.6,5473.63,WY,15.56,51.76,36.21,81.1,85.27,0,9.01,0.10136,19
9829,2024-10,MED,ICN,8262,Leisure,Economy,N,Elite,Direct,Qatar Airways Direct,None,,0,34,0,34,726.26,186.98,19.1,25342.2,FZ,22.58,26.67,4.1,72.83,86.72,0,2.74,0.09022,34
9215,2025-03,JED,IST,2090,Leisure,Economy,Y,Elite,Corporate_TMC,CTM,None,,1.64,17,0,17,264.73,80.77,30.66,5021.59,WY,34.25,46.74,12.49,87.75,74.49,0,8.08,0.14133,25
6061,2025-01,MED,ISB,2686,Student,Economy,Y,Elite,Corporate_TMC,American Express GBT,Tactical,TAC-2024-918,2.01,21,0,21,270.33,85.79,26.76,6238.93,TK,50.59,12.01,-38.58,78.2,86.99,0,9.54,0.11061,36
9476,2025-05,RUH,DFW,7175,Business,Economy,N,Classic,GDS_Agency,Seera (Al Tayyar),Structural,STR-2025-486,2.56,18,0,18,700.45,175.84,21.03,12986.77,WY,31.63,20.51,-11.12,68.79,84.25,0,10.5,0.10056,16
6410,2025-06,JED,ADD,3079,Business,Economy,T,Classic,GDS_Agency,Seera (Al Tayyar),Structural,STR-2024-632,2.48,9,0,9,387.48,94.32,27.17,3731.85,SV,47.27,33.28,-13.99,78.53,69.11,0,14.73,0.13467,13
3318,2024-07,JED,DFW,7400,Leisure,Business,D,Classic,Direct,Qatar Airways Direct,None,,0,10,0,10,2674.5,181.83,50.38,27248.81,EK,40.65,32.1,-8.55,80.44,92.46,0,2.52,0.36823,26
7465,2024-07,RUH,ICN,8200,Leisure,Economy,Y,Comfort,Corporate_TMC,Carlson Wagonlit,Tactical,TAC-2025-119,3.27,5,0,5,830.19,202.05,7.38,4187.86,TK,37.32,45.23,7.9,90.08,80.9,0,9.68,0.10214,28
3062,2025-02,MED,CAI,2810,Pilgrimage,Economy,T,Comfort,GDS_Agency,Kanoo Travel,None,,1.91,37,1,36,300.67,105.77,44.96,12442.89,TK,26.21,15.82,-10.39,89.2,72.51,2.7,18.34,0.123,28
1356,2024-12,JED,IST,2090,Leisure,Economy,M,Elite,Corporate_TMC,CTM,None,,0.53,21,0,21,288.33,90.24,26.75,6616.7,TK,24.71,35.06,10.35,81.42,97.31,0,7.96,0.15076,36
4515,2024-11,MED,CDG,7770,Student,Economy,T,Comfort,Direct,Qatar Airways Direct,None,,0,30,0,30,696.18,179.19,23.98,21604.66,EY,38.67,16.82,-21.84,83.6,68.42,0,3.8,0.09268,19
5506,2025-06,RUH,JFK,10500,Leisure,Economy,M,Classic,Direct,Qatar Airways Direct,None,,0,41,1,40,1003.43,237.61,16.56,40799.52,EK,33.68,26.01,-7.67,65.22,78.67,2.44,5.08,0.09714,42
5251,2024-07,JED,KWI,983,Leisure,Economy,M,Elite,GDS_Agency,Seera (Al Tayyar),None,,2.98,61,2,59,182.57,60.42,11.54,11452.07,WY,21.78,16.02,-5.76,80.4,87.91,3.28,15.04,0.19746,9
4512,2024-11,RUH,IST,2600,Leisure,Economy,T,Elite,GDS_Agency,Kanoo Travel,None,,2.7,15,0,15,293.45,76.36,10.62,4561.04,FZ,33.77,52.62,18.85,82.85,85.14,0,15.36,0.11695,34
1731,2025-04,MED,MCT,431,Business,Economy,Q,Classic,Direct,Qatar Airways Direct,None,,0,20,0,20,221.01,45.83,30.73,5034.87,FZ,55.52,9.36,-46.16,74.52,88.66,0,3.91,0.58409,18
1759,2025-01,JED,FRA,4330,Leisure,Economy,Q,Classic,GDS_Agency,Almosafer,None,,2.6,12,0,12,527.58,127.57,36.41,6767.83,SV,42.17,24.39,-17.79,91.07,80.26,0,15.72,0.13025,31
